wav_filename,wav_filesize,transcript
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M04/wav_headMic/0126.wav,63724,storm
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M04/wav_headMic/0183.wav,155884,he will allow a rare lie
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M04/wav_headMic/0152.wav,71404,steer
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M04/wav_headMic/0171.wav,55404,slip
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M04/wav_headMic/0143.wav,68204,near
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M04/wav_headMic/0077.wav,353964,you wished to know all about my grandfather
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M04/wav_headMic/0279.wav,56684,loyal
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M04/wav_headMic/0253.wav,176044,this was easy for us
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M04/wav_headMic/0268.wav,67564,charlie
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M04/wav_headMic/0136.wav,49004,tie
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M04/wav_headMic/0092.wav,79084,gadget
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M04/wav_headMic/0114.wav,84204,trait
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M04/wav_headMic/0195.wav,67244,suit
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M04/wav_headMic/0144.wav,71404,bad
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M04/wav_headMic/0012.wav,51884,feet
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M04/wav_headMic/0242.wav,276844,i looked up and noticed two old men
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M04/wav_headMic/0254.wav,72364,mere
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M04/wav_headMic/0031.wav,92204,hair
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M04/wav_headMic/0104.wav,67244,two
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M04/wav_headMic/0067.wav,51564,ship
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M04/wav_headMic/0103.wav,59564,torn
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M04/wav_headMic/0020.wav,63724,spark
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M04/wav_headMic/0037.wav,64044,sip
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M04/wav_headMic/0261.wav,75564,toot
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M04/wav_headMic/0176.wav,103724,galore
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M04/wav_headMic/0214.wav,59244,of
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M04/wav_headMic/0084.wav,64364,tip
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M04/wav_headMic/0244.wav,56364,fear
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M04/wav_headMic/0044.wav,297004,yet he still thinks as swiftly as ever
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M04/wav_headMic/0228.wav,75564,side
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M04/wav_headMic/0213.wav,88364,urgent
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M04/wav_headMic/0055.wav,60204,race
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M04/wav_headMic/0138.wav,51564,back
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M04/wav_headMic/0266.wav,67884,fate
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M04/wav_headMic/0069.wav,71404,trouble
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M04/wav_headMic/0120.wav,59564,bug
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M04/wav_headMic/0076.wav,79404,air
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M04/wav_headMic/0178.wav,99884,gnaw
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M04/wav_headMic/0221.wav,59564,sigh
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M04/wav_headMic/0121.wav,89004,warm
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M04/wav_headMic/0060.wav,404256,he slowly takes a short walk in the open air each day
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M04/wav_headMic/0038.wav,313004,the quick brown fox jumps over the lazy dog
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M04/wav_headMic/0192.wav,60844,white
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M04/wav_headMic/0294.wav,67564,park
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M04/wav_headMic/0293.wav,60204,fat
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M04/wav_headMic/0277.wav,91564,brawn
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M04/wav_headMic/0239.wav,83564,jungle
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M04/wav_headMic/0051.wav,56044,farm
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M04/wav_headMic/0097.wav,67244,air
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M04/wav_headMic/.wav,67244,he will allow a rare lie
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M04/wav_headMic/0113.wav,47404,knee
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M04/wav_headMic/0062.wav,51564,the
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M04/wav_headMic/0185.wav,156204,briar
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M04/wav_headMic/0079.wav,80044,feed
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M04/wav_headMic/0053.wav,51884,dug
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M04/wav_headMic/0231.wav,246124,the train approached the depot slowly
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M04/wav_headMic/0153.wav,357484,one validated acts of school districts
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M04/wav_headMic/0070.wav,55404,feet
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M04/wav_headMic/0054.wav,47404,bit
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M04/wav_headMic/0028.wav,55084,rage
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M04/wav_headMic/0295.wav,173484,there is a treehouse up above
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M04/wav_headMic/0238.wav,59564,loop
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M04/wav_headMic/0130.wav,56364,whoop
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M04/wav_headMic/0229.wav,63724,play
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M04/wav_headMic/0220.wav,289324,jane may earn more money by working hard
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M04/wav_headMic/0203.wav,73324,prior
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M04/wav_headMic/0182.wav,152044,he will allow a rare lie
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M04/wav_headMic/0204.wav,67244,slip
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M04/wav_headMic/0252.wav,55404,dot
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M04/wav_headMic/0159.wav,71724,pad
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M04/wav_headMic/0219.wav,351084,both figures would go higher in later years
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M04/wav_headMic/0135.wav,71404,though
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M04/wav_headMic/0011.wav,49004,right
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M04/wav_headMic/0087.wav,59564,swarm
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M04/wav_headMic/0057.wav,55404,range
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M04/wav_headMic/0125.wav,59564,know
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M04/wav_headMic/0122.wav,51564,bat
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M04/wav_headMic/0173.wav,43244,knot
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M04/wav_headMic/0291.wav,531244,nothing has been done yet to take advantage of the enabling legislation
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M04/wav_headMic/0188.wav,57004,no
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M04/wav_headMic/0247.wav,121324,innocence
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M04/wav_headMic/0023.wav,63724,swarm
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M01/wav_headMic/0037.wav,59828,air
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M01/wav_headMic/0238.wav,55958,spark
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M01/wav_headMic/0114.wav,53682,no
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M01/wav_headMic/0177.wav,211000,day after day some new episode is reported
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M01/wav_headMic/0212.wav,72844,foxtrot
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M01/wav_headMic/0203.wav,58022,cake
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M01/wav_headMic/0278.wav,208290,both injuries were to the same leg
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M01/wav_headMic/0082.wav,55488,snoop
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M01/wav_headMic/0105.wav,107320,this was easy for us
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M01/wav_headMic/0028.wav,38154,mere
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M01/wav_headMic/0269.wav,62896,spain
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M01/wav_headMic/0092.wav,64626,hate
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M01/wav_headMic/0215.wav,44700,hotel
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M01/wav_headMic/0182.wav,62200,bloat
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M01/wav_headMic/0231.wav,50328,golf
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M01/wav_headMic/0244.wav,56974,leak
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M01/wav_headMic/0236.wav,49204,part
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M01/wav_headMic/0070.wav,70678,area
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M01/wav_headMic/0170.wav,42774,at
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M01/wav_headMic/0204.wav,90408,thorn
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M01/wav_headMic/0079.wav,51072,pat
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M01/wav_headMic/0185.wav,195396,the misguided souls have lost their way
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M01/wav_headMic/0054.wav,62890,jaw
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M01/wav_headMic/0077.wav,62848,fear
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M01/wav_headMic/0243.wav,59684,bitten
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M01/wav_headMic/0128.wav,55842,much
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M01/wav_headMic/0094.wav,189886,i looked up and noticed two old men
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M01/wav_headMic/0267.wav,61382,vat
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M01/wav_headMic/0085.wav,55488,here
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M01/wav_headMic/0121.wav,213390,all the big baseball players get traded
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M01/wav_headMic/0161.wav,37728,sigh
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M01/wav_headMic/0005.wav,46796,race
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M01/wav_headMic/0093.wav,55490,group
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M01/wav_headMic/0271.wav,161340,he wrapped the package hastily
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M01/wav_headMic/0053.wav,56218,peer
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M01/wav_headMic/0260.wav,69712,sitting
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M01/wav_headMic/0166.wav,159186,the little schoolhouse stood empty
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M01/wav_headMic/0276.wav,59868,mush
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M01/wav_headMic/0030.wav,62816,slip
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M01/wav_headMic/0045.wav,237526,one validated acts of school districts
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M01/wav_headMic/0002.wav,38294,air
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M01/wav_headMic/0153.wav,43784,dot
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M01/wav_headMic/0168.wav,49504,sign
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M01/wav_headMic/0113.wav,245934,nothing is as offensive as innocence
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M01/wav_headMic/0220.wav,63462,november
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M01/wav_headMic/0154.wav,43784,select
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M01/wav_headMic/0042.wav,279528,the islands are sparsely populated
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M01/wav_headMic/0126.wav,53004,four
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M01/wav_headMic/0039.wav,55344,bad
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M01/wav_headMic/0226.wav,40572,chop
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M01/wav_headMic/0169.wav,67336,fitting
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M01/wav_headMic/0137.wav,63880,ate
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M01/wav_headMic/0036.wav,41892,pile
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M01/wav_headMic/0043.wav,239922,both figures would go higher in later years
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M01/wav_headMic/0120.wav,60914,menu
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M01/wav_headMic/0144.wav,50640,hear
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M01/wav_headMic/0130.wav,70500,write
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M01/wav_headMic/0142.wav,44492,yes
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M01/wav_headMic/0003.wav,62094,gadget
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M01/wav_headMic/0270.wav,75012,sell
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M01/wav_headMic/0102.wav,45846,bat
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M01/wav_headMic/0020.wav,57844,feed
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M01/wav_headMic/0112.wav,62120,fruit
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M01/wav_headMic/0027.wav,50112,troop
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M01/wav_headMic/0012.wav,52744,sip
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M01/wav_headMic/0038.wav,57586,galore
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M01/wav_headMic/0095.wav,209172,i scrubbed the floors thoroughly
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M01/wav_headMic/0139.wav,79010,know
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M01/wav_headMic/0152.wav,137990,he will allow a rare lie
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M01/wav_headMic/0282.wav,59110,seed
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M01/wav_headMic/0013.wav,251646,the quick brown fox jumps over the lazy dog
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M01/wav_headMic/0237.wav,53706,nine
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M01/wav_headMic/0031.wav,74026,fate
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M01/wav_headMic/0229.wav,54458,mitten
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M01/wav_headMic/0138.wav,41656,pad
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M01/wav_headMic/0230.wav,49954,fat
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M01/wav_headMic/0221.wav,48078,much
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M01/wav_headMic/0183.wav,65336,sergeant
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M01/wav_headMic/0060.wav,60666,error
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M01/wav_headMic/0103.wav,154930,their house is grey and white
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M01/wav_headMic/0184.wav,56456,lair
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M01/wav_headMic/0214.wav,51078,mike
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M01/wav_headMic/0061.wav,175236,i feel i can play this weekend
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M01/wav_headMic/0044.wav,44538,back
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M01/wav_headMic/0198.wav,55932,hem
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M01/wav_headMic/0066.wav,376012,two other cases also were under advisement
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M01/wav_headMic/0242.wav,162698,i have had my bell rung
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M01/wav_headMic/0178.wav,41764,tell
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M01/wav_headMic/0277.wav,66682,heart
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M01/wav_headMic/0245.wav,116614,thought
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M01/wav_headMic/0283.wav,100760,hat
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M01/wav_headMic/0132.wav,228908,they carried me off on the stretcher
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M01/wav_headMic/0192.wav,55410,blow
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M01/wav_headMic/0014.wav,58696,the
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M01/wav_headMic/0143.wav,56786,toot
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M01/wav_headMic/0193.wav,64812,loyal
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M01/wav_headMic/0015.wav,71444,swore
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M01/wav_headMic/0160.wav,217394,this is not a program of socialized medicine
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M01/wav_headMic/0004.wav,32344,knee
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M01/wav_headMic/0285.wav,55324,yes
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M01/wav_headMic/0279.wav,75012,league
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M01/wav_headMic/0254.wav,143044,students watched as he got out
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M01/wav_headMic/0078.wav,111422,she is thinner than i am
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M01/wav_headMic/0194.wav,64814,seven
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M01/wav_headMic/0252.wav,54600,lima
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M01/wav_headMic/0071.wav,59554,steer
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M01/wav_headMic/0076.wav,175208,the humidity is overwhelming there
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M01/wav_headMic/0253.wav,44774,pitting
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M01/wav_headMic/0026.wav,62070,sigh
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M01/wav_headMic/0068.wav,51768,boot
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M01/wav_headMic/0268.wav,169670,it was a good win for us
/content/mydrive/MyDrive/DeepSpeech-0.6.1/data/TORGO/TORGO/M01/wav_headMic/0195.wav,63768,at
