wav_filename,wav_filesize,transcript
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0076.wav,175208,the humidity is overwhelming there
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0077.wav,62848,fear
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0078.wav,111422,she is thinner than i am
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0079.wav,51072,pat
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0080.wav,50090,though
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0081.wav,44694,tie
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0082.wav,55488,snoop
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0084.wav,238502,jane may earn more money by working hard
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0085.wav,55488,here
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0087.wav,51072,thigh
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0088.wav,269412,mother sews yellow gingham aprons
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0089.wav,71188,floor
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0091.wav,58922,sleep
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0092.wav,64626,hate
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0093.wav,55490,group
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0094.wav,189886,i looked up and noticed two old men
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0095.wav,209172,i scrubbed the floors thoroughly
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0098.wav,69352,cycle
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0100.wav,54888,ate
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0102.wav,45846,bat
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0103.wav,154930,their house is grey and white
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0104.wav,61518,prior
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0105.wav,107320,this was easy for us
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0107.wav,69954,explore
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0108.wav,78390,sprinkle
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0112.wav,62120,fruit
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0113.wav,245934,nothing is as offensive as innocence
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0114.wav,53682,no
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0116.wav,59710,near
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0118.wav,51270,mut
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0120.wav,60914,menu
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0121.wav,213390,all the big baseball players get traded
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0124.wav,53004,slip
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0126.wav,53004,four
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0128.wav,55842,much
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0129.wav,251604,the train approached the depot slowly
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0130.wav,70500,write
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0131.wav,49694,rocks
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0132.wav,228908,they carried me off on the stretcher
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0134.wav,71446,coupe
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0136.wav,41184,cheer
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0137.wav,63880,ate
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0138.wav,41656,pad
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0139.wav,79010,know
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0141.wav,47330,sway
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0142.wav,44492,yes
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0143.wav,56786,toot
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0144.wav,50640,hear
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0147.wav,39072,write
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0148.wav,40082,loop
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0149.wav,47820,jungle
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0150.wav,45800,side
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0151.wav,50176,whoop
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0152.wav,137990,he will allow a rare lie
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0153.wav,43784,dot
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0154.wav,43784,select
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0155.wav,49504,light
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0160.wav,217394,this is not a program of socialized medicine
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0161.wav,37728,sigh
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0164.wav,56904,echo
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0166.wav,159186,the little schoolhouse stood empty
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0168.wav,49504,sign
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0169.wav,67336,fitting
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0170.wav,42774,at
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0171.wav,53204,cart
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0172.wav,48156,bit
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0173.wav,133616,we rode horseback to the farm
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0174.wav,211336,the dolphins swam around our boat
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0175.wav,45802,fat
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0176.wav,40756,zero
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0177.wav,211000,day after day some new episode is reported
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0178.wav,41764,tell
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0179.wav,276272,it eventually became a rather proud claim
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0182.wav,62200,bloat
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0183.wav,65336,sergeant
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0184.wav,56456,lair
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0185.wav,195396,the misguided souls have lost their way
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0187.wav,155700,there is a treehouse up above
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0189.wav,71604,quebec
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0190.wav,57500,shy
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0191.wav,412686,nothing has been done yet to take advantage of the enabling legislation
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0192.wav,55410,blow
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0193.wav,64812,loyal
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0194.wav,64814,seven
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0195.wav,63768,at
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0196.wav,61158,pretty
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0197.wav,48100,eight
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0198.wav,55932,hem
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0199.wav,69514,juliet
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0202.wav,233526,this is a period of transition for me
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0203.wav,58022,cake
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0204.wav,90408,thorn
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0210.wav,51754,reek
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0212.wav,72844,foxtrot
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0213.wav,49954,and
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0214.wav,51078,mike
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0215.wav,44700,hotel
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0216.wav,51078,written
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0217.wav,62338,kitten
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0218.wav,39822,lick
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0220.wav,63462,november
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0221.wav,48078,much
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0224.wav,46952,top
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0225.wav,43574,take
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0226.wav,40572,chop
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0227.wav,172664,the box contained three sweaters
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0228.wav,45826,him
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0229.wav,54458,mitten
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0230.wav,49954,fat
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0231.wav,50328,golf
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0234.wav,41324,leak
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0236.wav,49204,part
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0237.wav,53706,nine
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0238.wav,55958,spark
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0239.wav,173414,alfalfa is healthy for you
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0240.wav,203362,the job provides many benefits
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0241.wav,63412,kilo
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0242.wav,162698,i have had my bell rung
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0243.wav,59684,bitten
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0244.wav,56974,leak
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0245.wav,116614,thought
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0246.wav,43080,thought
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0248.wav,52906,spit
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0250.wav,44096,side
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0251.wav,61716,brawn
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0252.wav,54600,lima
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0253.wav,44774,pitting
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0254.wav,143044,students watched as he got out
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0255.wav,161004,a roll of wire lay near the wall
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0257.wav,51212,start
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0260.wav,69712,sitting
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0261.wav,67440,dark
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0262.wav,157554,carl lives in a lively home
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0264.wav,67440,witch
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0265.wav,68196,him
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0266.wav,80314,knitting
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0267.wav,61382,vat
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0268.wav,169670,it was a good win for us
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0269.wav,62896,spain
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0270.wav,75012,sell
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0271.wav,161340,he wrapped the package hastily
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0274.wav,62140,witty
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0276.wav,59868,mush
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0277.wav,66682,heart
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0278.wav,208290,both injuries were to the same leg
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0279.wav,75012,league
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/028.wav,47702,mere
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0281.wav,71226,pit
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0282.wav,59110,seed
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0283.wav,100760,hat
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0285.wav,55324,yes
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0286.wav,71226,brought
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M01/wav_headMic/0287.wav,71226,ticker
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M02/wav_headMic/0006.wav,61554,grow
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M02/wav_headMic/0007.wav,72556,feed
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M02/wav_headMic/0008.wav,54554,alpha
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M02/wav_headMic/0009.wav,62056,pat
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M02/wav_headMic/0010.wav,68056,farm
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M02/wav_headMic/0012.wav,68056,sip
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M02/wav_headMic/0014.wav,62056,dagger
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M02/wav_headMic/0015.wav,69556,rain
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M02/wav_headMic/0016.wav,59556,fair
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M02/wav_headMic/0017.wav,52554,feet
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M02/wav_headMic/0018.wav,85560,ship
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M02/wav_headMic/0019.wav,62250,park
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M02/wav_headMic/0020.wav,255746,grandfather likes to be modern in his language
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M02/wav_headMic/0021.wav,61624,bubble
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M02/wav_headMic/0022.wav,102886,bit
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M02/wav_headMic/0024.wav,84444,trouble
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M02/wav_headMic/0025.wav,91008,chair
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M02/wav_headMic/0026.wav,90696,raid
/content/mydrive/MyDrive/DeepSpeechv/DeepSpeech/data/Torgo/M02/wav_headMic/0027.wav,101012,the
